polarity,phrase,rating
neg,ghost room,7
pos,clean new cute staff,10
pos,close beach,10
pos,close market,10
pos,nice wonderful time look,10
pos,pug stay,10
neg,reception number room desk,8
neg,happy help walk,8
neg,extra pillow,8
neg,toilet paper,8
pos,great location,8
pos,amazing view window,8
pos,nice kitchenette fridge studio room,8
neg,wifi access,8
neg,intermittent access information,8
neg,supermarket helpful,8
pos,good location,8
pos,compact space,8
neg,air condition,7
neg,temperature degree,7
pos,good location,7
pos,roofdeck,7
pos,hotel pool good,7
pos,restaurant hotel,7
pos,convenient design room overall,7
neg,clean day room,5
neg,loud night,5
neg,staff contradict bit,5
pos,excellent hotel,5
pos,lovely quiet staff,5
neg,bed double,8
neg,europe,8
neg,small nice light good bathroom,9
pos,center train station,9
pos,cheap hostel center,9
pos,low quality,9
pos,old bad service,9
pos,motel time,9
pos,comfortable clean room,10
pos,amazing view,10
pos,nice clean great service,10
neg,terrace guest bit understanding difficulty staff,9
neg,covid,9
pos,helpful staff,9
pos,jo,10
pos,brugge,10
pos,brugge,10
pos,place coffee,10
pos,scenic route good city point good place,10
pos,visit base,10
pos,perfect short walk station town,10
pos,scenic route canal,10
pos,long manage view lot sight,10
pos,christmas markets,10
pos,suite,10
pos,jo,10
pos,interior designer style,10
pos,amazing room handmade bath,10
pos,beautiful hand luxurious room stay bed,10
pos,super comfy place,10
pos,oj,10
neg,foyer coffee etc,8
neg,available complimentary,8
pos,property staff difference,8
neg,bathroom bedroom,10
pos,great location idyllic village,10
pos,current time host,10
pos,respectful rule arrival,10
pos,visit family show system place,10
pos,hand sanitiser breakfast,10
pos,beautiful home garden,10
pos,lovely host place,10
pos,clean comfy,10
neg,hot room night sleep,6
neg,check check,8
neg,slow breakfast world,8
neg,location bit,8
neg,main road distance centre,8
neg,knokke,8
neg,bungalow cosy,8
neg,busy time year,8
neg,difficult privacy,8
pos,clean good breakfast,8
pos,friendly helpful staff,8
neg,towel bed sheet,8
pos,applicable breakfast,8
pos,hreat apartment solo traveler anyythe need,7
neg,small noisy,7
neg,busy tram line pool ok,7
neg,couple drink pool,7
pos,able park,7
pos,close centre,7
pos,hot air,7
pos,con fan,7
neg,small bed,5
neg,uncomfortable mattress,5
neg,water bed hotel,5
neg,decor furniture breakfast,5
neg,poor fresh meat cheese good bread roll croissant bit stale croissant,5
neg,available weekend,5
neg,selection breakfast food restaurant hotel,5
neg,problem door lock room key,5
neg,man hour fix,5
neg,particular hotel,5
pos,location hotel good meter,5
pos,main market square arrival lady reception pleasant helpful,5
pos,breakfast,8
pos,excellent super friendly staff,8
neg,breakfast bog bread roll morning,7
neg,coffee interrogate staff member,7
neg,long motel air,7
neg,room vend machine ice machine room,7
neg,small furniture,7
neg,open window etc,7
neg,toilet,7
neg,door self,7
neg,shower head,7
neg,leak room tv awkward position relation bed,7
pos,staff location,7
neg,picture need renovation,6
neg,kitchen towel soap kitchen,6
neg,corona guest,6
neg,safe clean feeling balcony war dirty,6
pos,central location good,6
pos,close beautiful station shop restaurant walk distance street,6
pos,modern style property staff,6
pos,nespresso coffee,6
pos,nice touch room,6
neg,road work,8
neg,difficult high way,8
pos,good location,8
neg,great hotel,10
pos,excellent service,10
pos,unique experience,10
pos,worth visit,10
pos,great host,10
neg,air dry room,9
pos,extraconfortable bed,9
pos,possible sauna,9
pos,quiet location,10
pos,comfortable bed bathtub,10
pos,beautiful living room,10
pos,spacious kitchen,10
pos,friendly owner,10
neg,stand dog challenge,9
pos,breakfast home,9
pos,weight watchers,9
pos,choice issue peaceful neighbourhood,9
pos,ideal bycicle trip,9
pos,long walk,9
pos,ideal place trip,9
pos,old war museum,9
pos,lovely home trouble bed,10
pos,comfortable breakfast superb drink,10
pos,basis refresh,10
pos,area surround road,10
pos,ideal motorcyclist,10
pos,quiet bendy route,10
pos,open year round,10
neg,hotel perculiar location,8
neg,botanical garden door,8
neg,delightful cross road street,8
neg,rubbish pile street point,8
neg,late night oddity problem,8
pos,different hotel,8
pos,brussels,8
pos,unfair minute price stay,8
pos,delightful return time town,8
neg,ground kid,9
pos,location stay bungalow,9
pos,kid bungalow,9
pos,small cute room shower toilet,9
pos,march,9
pos,terra garden,9
pos,great place family stay,9
neg,property travel hassle,8
neg,free need travel family,8
neg,young boy year stay,8
neg,comfortable right middle action,8
neg,grand place,8
neg,door apartment,7
pos,nice apartment,7
pos,outstanding view,7
pos,train station,7
neg,con restaurant menu,7
neg,pizza stay,7
pos,comfy bed,7
pos,large room,7
pos,spectacular pool,7
neg,heat room,8
neg,open window noisy night,8
neg,young people beach,8
neg,bed good plastic sheet,8
neg,mattress sauna experience,8
pos,nice hotel,8
pos,great location beach good restaurant impose dinner menu good,8
pos,excellent breakfast,8
pos,spacious room lot storage place,8
neg,huge hotel lot guest,9
neg,breakfast bit,9
pos,excellent value money hotel,9
pos,underground station check check,9
pos,easy quick room,9
neg,towel stain bathroom,5
pos,travel train fly,10
pos,antwerp,10
pos,clean organise,10
pos,current rule,10
neg,cup coffee wake coffee,9
neg,facility room,9
neg,jo,9
pos,jo,9
pos,host experience,9
pos,clay bath,9
pos,bespoke table chair,9
pos,sumptuous breakfast word,9
pos,salmon avocado,9
pos,jo,9
pos,bruges,9
pos,mark good place,9
pos,visit good,9
pos,invaluable wit,9
neg,clean comfortable efficient hotel,7
neg,suitable short visit,7
pos,office staff,7
pos,perfect place,10
pos,nice house,10
pos,friendly people wifi prefect,10
pos,need room breakfast world host,10
neg,order food room service,9
neg,certain time,9
neg,hour restaurant,9
neg,bit inconvenient,9
pos,spacious interesting interior design good breakfast,9
pos,business area minute walk center,9
pos,bungalow cosy neat,9
pos,sort place,9
pos,disappoint place,9
neg,noisy night,8
neg,impossible sleep,8
neg,open window pillow awful,8
neg,rubber contribute neck pain,8
pos,fantastic location,8
pos,kitchen fridge,8
neg,pricey room overall,10
neg,amazing experience breakfast way,10
pos,beautiful room,10
pos,convenient location,10
neg,bed room,9
neg,head upgrade hairdryer,9
pos,central character breakfast room food accommodate,9
pos,stylish,10
pos,excellent location beach restaurant manager manageress,10
pos,good location excelent price hotel,10
pos,main tourist atraction,10
pos,brussels,10
pos,public transport,10
pos,nice lobby,10
pos,ligge van accommodatie,10
pos,leuk,10
pos,gestylede kamer,10
neg,chromecast tv,8
neg,fix problem,8
pos,room view,8
pos,clean nice helpful staff,9
pos,comfortable bed,9
pos,glass champagne chocolate arrival,10
pos,jo,10
pos,kind passionate,10
pos,friendly pleasure,10
pos,beautiful room bathroom dream kind helpful host,10
pos,overall stay,10
pos,kooj,10
pos,amazing experience,10
pos,city centre,8
neg,noisy road building,8
pos,artwork room,8
neg,room look,8
neg,catherine,8
neg,bathroom corner room separation,9
pos,closeness train station fact kitchen,9
pos,coffee tea,9
neg,complete disaster roof terrace,2
neg,pretty inaccessible guest hotel time book,2
neg,private party staff,2
neg,rude lie,2
neg,improvement,2
neg,service state roof terrace privilege guest hotel ok choice hotel roof terrace,2
neg,nice view fool,2
neg,clean dark depressive,2
neg,apartment type room grubby,4
neg,old style place stain bedside lamp plug dirty,4
neg,old paint furniture stain carpet,4
neg,hand wc wc bathroom block wall dirty,4
neg,old kitchenette altogether awful thing,4
pos,perfect breakfast location,9
pos,close central station,9
pos,big room attentive,10
pos,nice people reception,10
pos,close historic center train station restaurant,10
pos,good hotel,10
pos,excellent staff,10
pos,good location,9
pos,old town,9
pos,modern hotel facility,9
pos,friendly helpful staff,9
pos,great breakfast,9
pos,jo,10
pos,great host good suggestion,10
pos,ou visit bruge,10
pos,great design,10
pos,comfortable quiet sleep,10
pos,fantastic breakfast,10
pos,hotel staff,9
pos,friendly nice clean room,9
pos,great cottage,8
pos,clean delicious breakfast,8
pos,wonderful service,8
pos,great location,8
neg,realise price breakfast,8
neg,euro breakfast,8
neg,cleaning,8
pos,location,8
pos,staff,8
pos,nice good kitchen room,8
pos,comfortable room stay,8
neg,swim pool,4
pos,availble buffet egg wi,4
neg,picture reception staff polite,3
neg,small room,3
pos,market square,3
neg,shower bathroom,9
pos,excellent evening meal,9
neg,room space bed,9
neg,big suitcase,9
neg,necessary open garderobe,9
neg,open shelf,9
pos,clean room,9
pos,friendly personel,9
pos,cofee drink snack cose,9
pos,metro,9
pos,important museum,9
pos,staff,10
neg,fact charge rate,9
neg,taxis hotel,9
neg,charge city tax,9
neg,invoice state taxis,9
neg,rate pay blame,9
neg,lot night stay week need sort,9
pos,great room good staff helpful reception good food,9
pos,restaurant expectation rate charge,9
neg,thick curtain,8
pos,super nice staff,8
pos,common space,10
pos,gallery museum detail,10
pos,incredible fresh fruit salmon avocado,10
neg,important personal observation,8
pos,location cleanliness,8
pos,perfect amenity facility,8
pos,busy schedule trade exhibitor meet client,8
pos,quick efficiency hotel taxi service,8
neg,restaurant hotel,7
neg,cold snack,7
neg,sundays,7
neg,small choice sandwich,7
neg,cold drink purchase lobby,7
pos,excellent breakfast choice breakfast room service fee facility room,7
pos,spacious room restaurant,7
pos,hotel ok conference facility coffee,7
neg,nu aer conditionat,9
pos,metro,8
neg,pool heat,4
neg,small dirty date hotel,4
pos,restaurant good thing hotel,4
neg,corridor elevator room weak,5
neg,light barthroom dust accumulate aerator roof bathroom armchair sofa look,5
neg,cost night people breakfast car,5
neg,hotel look star hotel,5
neg,dinner menu,5
neg,previous day,5
neg,table dinner,5
pos,position area breakfast kindness owner,5
pos,spacious clean room,8
pos,professional staff,8
neg,floor room sticky dirt noise room,4
neg,loud sheet stain bathroom,4
neg,useless soap dispenser mount,4
neg,close counter,4
neg,impossible use,4
neg,area reception floor,4
pos,nice idea,4
pos,good size room family,4
neg,free water hotel day night remind,9
neg,milk day,9
pos,park van,9
pos,staff,9
pos,excellent great beer good food,9
neg,minor thing ventilation system,9
pos,desk team room,9
pos,spacious comfortable ventilate food service,9
neg,location bit,7
neg,tissue box,7
pos,friendly staff,7
pos,nice,7
pos,quiet lake,7
pos,nice walk,7
neg,book breakfast,8
neg,expensive person,8
neg,free charge hotel,8
neg,charge day hotel,8
pos,berchem,8
pos,southern district,8
pos,antwerp,8
pos,deluxe,8
pos,king room need place,8
pos,nice accommodation,8
pos,antwerp expo,8
pos,public transportation,8
pos,close hotel,8
pos,antwerp,8
pos,city center tram staff,8
pos,friendly willing help,8
pos,hotel room,8
pos,bathroom towel receptionist,8
pos,problem time,8
pos,spacious wifi work,8
pos,comfortable place,9
pos,clean room,9
pos,close metro station,9
pos,cottage,8
pos,clean warm comfortable breakfast,8
pos,door tasty,8
neg,pillow bit flat,9
neg,apartment mind,9
pos,perfect location square load,9
pos,lovely restaurant load good,9
pos,street min walk,9
pos,old town,9
pos,main sight staff,9
pos,friendly helpful room,9
pos,clean comfortable amenity,9
pos,great value money,9
pos,ps,9
pos,amazing breakfast waffle,9
pos,clean hotel good service,5
neg,extra day aircon room mega,6
neg,noisy breakfast terrible thing menu m,6
neg,sure stomach problem meat sausage example rotten cheese bacon oil mega iranian oil tanker,6
neg,coast gibralter double bed room season,6
pos,great location staff,6
neg,clean room english language,8
pos,location bed general cleanliness,8
neg,clean room,10
neg,fresh towel stay,10
pos,spacious kitchen,10
pos,food hotel,10
pos,close train station,10
pos,big restaurant,10
pos,great selection food,10
neg,staff bit stress food service breakfast,8
neg,tiny tray,8
neg,upstairs room sturdy,8
neg,large bit pricy,8
neg,current time time,8
neg,employee business,8
pos,new year,8
pos,area train station,8
pos,close old city center,8
pos,clean room,8
pos,nice bathroom walk shower noise issue street train,8
pos,lot door food service covid time,8
pos,room service dinner,8
pos,buffet breakfast,8
neg,kettle room,1
pos,basic bread,7
pos,warm lot possibility,7
pos,overall quality bed etc good,7
pos,breakfast good lot choice location minute walk centre,9
pos,great value money good location,9
pos,sportoases,9
pos,train station city center,9
pos,nice walk beach,9
neg,short staff minute,7
pos,location option,7
pos,bag storage room photo booth,7
pos,free coffee tea,7
pos,clean comfortable breakfast experience,10
neg,small room,7
neg,basic coffee,7
neg,facility mini,7
neg,con cool room,7
pos,nice hotel walk minute walk,7
pos,brussels,7
pos,centre staff,7
pos,friendly helpful,7
pos,check time cost,7
pos,great clean tidy,7
neg,clean dust dirt,6
neg,sweep vacuum time coffee cup,6
neg,surface dusty underneath coffee machine water stand kettle coffee machine,6
neg,previous occupant,6
neg,confusion room,6
neg,coffee pod replenish advise charge disingenuous advertise coffee machine,6
neg,attraction room,6
neg,free pod use machine stay shower gel receptacle hand,6
neg,guest use mini toiletry,6
neg,inadequate series lamp control,6
neg,individual switch,6
neg,main switch activate,6
neg,light light sleep area,6
neg,january,6
pos,excellent location,6
pos,spacious room,6
pos,large comfortable bed,6
pos,nice room train station,9
pos,modern cozy atmosphere,9
pos,comfortable bed good bath hotel stay,10
pos,easy walk town,10
pos,staff helpful,10
pos,option breakfast evening meal room,10
pos,glad favourite hotel,10
neg,milk coffee room,7
pos,waffle breakfast,7
neg,weather,8
neg,ok local television,8
neg,international channel example news,8
neg,english,8
neg,german price,8
neg,dollar swiss,8
neg,frank night good value,8
pos,good breakfast,8
pos,fresh coffee,8
pos,morning bathroom bed good shower,8
pos,hot water good,8
pos,clean tea machine,8
neg,main thing,4
neg,pair favourite jean room,4
neg,jean walk,4
neg,disappointing hotel day,4
neg,time hotel fault question area security,4
neg,important park car,4
neg,nice cafe,4
neg,car window,4
neg,open thing,4
neg,belgium,4
neg,night car,4
pos,modern hotel,4
pos,interesting design,4
pos,bit sceptical hotel,9
pos,brugge xmas,9
pos,negative review site,9
pos,hotel market,9
pos,great hotel star purport,9
pos,clean comfortable great location hesitation,9
pos,xmas,9
pos,lot shop surround street,9
pos,beer chocolate book,9
pos,view beach,8
neg,double room,7
neg,small appropriate person space luggage,7
neg,floor area coffee maker room,7
neg,unable control temperature room,7
neg,room heat,7
neg,ac,7
neg,control function,7
pos,bed,7
pos,comfortable good shower good location,7
pos,short walk,7
pos,central station sight minimarket street,7
neg,check staff pay attention kind,10
neg,bad sewer,10
neg,couple night,10
pos,location,10
pos,railway station lot restaurant,10
pos,nearby walk distance city center,10
pos,big clean room,10
pos,extra sofa helpful travel,10
pos,fresh coffee room,10
neg,bed bit,8
neg,long queue check,9
neg,desk okay bed comfy,9
neg,old lobby,7
neg,old carpet,7
neg,old furniture,7
pos,garage,7
pos,friendly staff,7
pos,late dinner,7
pos,possible room,7
neg,early occasion surprise price breakfast,9
neg,considerable bill,9
neg,aware time,9
neg,sure breakfast,9
pos,interior,9
pos,overall atmosphere hotel good room,9
pos,design bed,9
pos,large wifi work problem coffee machine coffee tea room bathroom,9
pos,large clean nice design breakfast high quality selection,9
pos,ample choice location centre travel purpose,9
pos,close work destination,9
pos,brussels,9
pos,short walk,9
pos,noord,9
neg,hot water day bit,8
pos,time travel baby,8
pos,kitchen room,8
pos,clean equipment,8
pos,great location term,9
pos,bruge,9
neg,kettle good value money,10
pos,bed,10
pos,comfy fault bit,10
neg,open new place fact apartment,5
neg,look dirty grit sealant,5
neg,towel rail bathroom block drain bathtub stand water way ankle,5
neg,shower pleasant experience toilet,5
neg,water time flush list room facility thing,5
neg,available room dishwasher,5
neg,machine tumble dryer,5
neg,available hotel,5
neg,bin,5
neg,elemis,5
neg,bottle product shower gel body lotion shampoo conditioner people,5
neg,big dispenser washbasin bathtub look,5
neg,kettle dusty,5
neg,rusty,5
neg,good scrub,5
neg,able use,5
neg,sure hotel,5
neg,hypoallergenic feather pillow dusty surface,5
neg,runny nose,5
neg,car park website,5
neg,available location,5
neg,nearby reservation need cost,5
neg,eur,5
neg,ask,5
neg,eur,5
neg,bin apologise,5
pos,elemis,5
pos,great son,10
neg,friendly breakfast,7
pos,room installation,7
neg,warm bedroom possibility,8
neg,open window,8
pos,clean room,8
neg,check bit,8
pos,roxanne,8
pos,regular lady reception,8
pos,excellent smile,8
pos,important extra mile,8
neg,night need,9
pos,good price good location,9
pos,great kid,9
neg,misplace day,7
neg,hot water,7
pos,great location,7
pos,nice room heater,7
pos,staff,10
pos,kind helpful,10
pos,modern style structure,10
pos,small nice pool,10
neg,great enfold way,5
neg,difficult aroynd,5
pos,location wonder,5
neg,experience staff member,9
neg,friendly breakfast,9
neg,price stay,9
pos,excellent location,9
pos,appealing decor,9
pos,meir street,10
neg,room bit,9
neg,small design,9
pos,excellent,9
pos,express,9
pos,big room,10
pos,polite,10
neg,pillow location good,8
neg,tram station min,8
neg,city centre,8
pos,large clean room bed,8
pos,pretty good friendly staff,8
neg,nh,8
neg,experience good bread smoke salmon,8
pos,excellent chalet,10
pos,great facility cram chalet,10
pos,excellent use space thing terrific,10
neg,weather rain,9
pos,central location room studio style,9
pos,ideal cook,9
pos,quick dinner travel budget spa,9
pos,ideal staff,9
pos,friendly helpful,9
neg,hotel rate good,3
neg,clean corona look picture,3
neg,air condition,3
neg,fan room room,3
neg,pool,3
neg,mask pool,3
neg,rooftop,3
neg,ac,3
neg,sorry complain disappointment,3
neg,long visit,9
pos,good bed breakfast position town centre,9
pos,staff overall,10
pos,nice breakfast food,10
pos,fresh delicious,10
pos,choice salty type ham cheese,10
pos,big matter taste good refill,10
pos,order staff bed,10
pos,comfortable room,10
pos,common space,10
pos,clean easy check,10
pos,close city center park,10
pos,nearby hotel,10
pos,close perfection gym sauna,10
pos,fitness wellness area,10
pos,nice place,10
pos,sure pleasure motel star,10
neg,food restaurant average price,8
pos,good bed pillow,8
pos,thing good,10
neg,city center middle,7
neg,antwerp,7
neg,nice old city,7
neg,small metropole hotel,7
neg,border metropole need,7
neg,ugly city,7
neg,old city centrum car,7
neg,slot area,7
pos,comfortable hotel,7
pos,old carpet,7
pos,old furniture,7
pos,old color,7
pos,amazing choice breakfast,7
pos,expensive nice service,7
pos,friendly helpful staff,7
neg,small fly,8
neg,room hope,8
pos,breakfast,8
pos,facility staff,8
pos,courteous helpful location,8
pos,site good,8
pos,friendly people site,8
pos,excellent position train station tram line,8
pos,good location,8
neg,pool day morning,2
neg,covid,2
neg,musty bathroom,3
neg,rear noisy till double bed single,3
neg,slump middle,3
neg,wifi,3
neg,work room,3
neg,hair bed round,3
neg,bad hotel experience,3
neg,lack kettle fridge,9
pos,friendly loyal staff,9
pos,internal filling room,9
pos,new high quality,9
pos,central railway station min walk,9
pos,warm quiet room,9
pos,location,10
pos,room size,10
pos,clean friendly staff good price,10
pos,happy hospitality,9
neg,fault staff rookie mistake partner,8
neg,bruge weekend,8
neg,lockdown,8
neg,belgium,8
neg,quiet okay,8
neg,takeout meal,8
neg,excellent breakfast,8
neg,kitchen restaurant,8
neg,fact hotel,8
neg,close day departure room service option,8
neg,bagged,8
neg,cold item pastry yogurt fruit juice water,8
neg,euro person breakfast,8
neg,lesson pre book breakfast,8
neg,available day day basis commend staff,8
neg,easy access,8
neg,hot tea variety coffee drink day,8
neg,real plate cutlery,8
neg,available guest use breakfast takeout meal,8
pos,clean friendly staff,8
pos,modern amenity helpful,8
pos,town view building,8
pos,lot street surround gorgeous scenery bruge minute walk,8
pos,markt,8
pos,main square area minute,8
pos,nice bedroom size,7
pos,rituals,7
pos,big enviroment,7
pos,friendly bottle,7
pos,nice comfortable clean room breakfast,9
pos,difficult staff arrival departure,9
neg,room bit,8
pos,staff helpful,8
pos,fabiola,8
pos,great location,8
pos,place st,8
pos,catherine,8
pos,great decor arty room,10
pos,super bed staff helpful,10
pos,beautiful hotel,10
pos,modern comfort stay group friend plenty room,10
pos,breakfast staff,10
neg,check pm,10
pos,nice,10
pos,clean new good location good amenity facility,10
pos,home walk distance,10
pos,antwerpen,10
pos,central city centre,10
pos,decor bed comfy,10
pos,great facility,9
pos,perfect condition,9
neg,people hair bathroom,8
neg,easy rid point,8
neg,expensive car,8
neg,min walk,8
pos,great bed pillow,8
pos,friendly staff,8
pos,good breakfast,7
pos,clean room,7
pos,convenient location,9
pos,knokke,9
pos,thu s access bruge,9
pos,clean equip apartment,8
pos,great location,8
neg,young people elevator,6
pos,comfortable bathroom good size,6
neg,small awful room,4
neg,bad shower block,4
neg,thin wall noisy,4
neg,huge spider,4
neg,disappointing overall conditon,4
neg,water bottle tea making facility travel,7
neg,long distance deserve water ghlass tea,7
pos,hotel lobby size,7
neg,sheet day,10
pos,great location,10
pos,friendly approachable staff,10
neg,hotel address update website need,10
neg,google,10
neg,previous address,10
neg,impossible taxi hotel reason,10
neg,expensive time coin,7
pos,free space room,7
neg,wi fi quality room,9
neg,poor hotel lobby reception area good,9
pos,bed pillow,9
pos,super comfy breakfast diverse tasty,9
neg,airco price bit,9
pos,bedroom bath,9
pos,equip kitchen,9
pos,amazing location,9
pos,nearby location,9
pos,quiet friendly staff,9
pos,nice room good stay overall anniversary staff,9
pos,note sweet,9
neg,time pool,6
neg,swim morning,6
neg,room picture,6
pos,friendliness staff decor,6
neg,soft complaint,9
pos,great location,9
pos,friendly staff quirky layout good breakfast,9
pos,good location,10
pos,friendly staff meet smile,10
pos,helpful staff,10
neg,fight room door,10
pos,pleasant stay hotel room,10
pos,spacious clean staff,10
pos,antwerp,10
pos,room size breakfast check dinner restaurant,7
neg,tetritory cottage use,9
neg,toddler run,9
pos,great modern cottage,9
pos,city center beach,9
pos,terrace table chair,9
pos,small garden comfy sofa,9
pos,quiet room,8
pos,sleep problem,8
pos,metro station metre,8
pos,free tea coffee,8
pos,available lobby,8
neg,con roof,10
neg,book visit pool hour,10
neg,hotel guest time,10
pos,pros,10
pos,great price,10
pos,large room,10
pos,nice view street,10
pos,air cooler work cute location,10
pos,close hotel center town,10
pos,store tram,10
pos,easy travel city hotel,10
pos,parking,10
pos,convenient cat cafe,10
pos,right door,10
neg,room date toilet,5
neg,facility walk,5
neg,entire apartment,5
neg,standard area moot point hair dryer,5
neg,lobby borrow desk bother fix lobby lock breakfast time key,5
neg,room family,5
pos,comfortable breakfast,5
pos,standard location,5
pos,breakfast,7
neg,day kitchen,4
pos,near,4
pos,city centre,4
neg,slow button work room,8
neg,hope renovation,8
pos,room spatious,8
pos,lounge chair wifi,8
pos,fast reliable bed,8
pos,comfortable room coffee maker shower good water pressure jet,8
pos,good breakfast,10
pos,fish market metro train,8
pos,cool look hotel,10
pos,great location,10
neg,complain expectation pay,9
pos,basic nice location,9
pos,distance major attraction,9
pos,belfort,9
neg,room curtain,8
neg,natural light day,8
pos,good location furniture room,8
pos,easy extra convenience,8
pos,kind,8
pos,good breakfast,8
pos,excellent good location corner station,10
pos,meir,10
pos,comfortable penthouse apartment good shower bed oven hob dishwasher,10
pos,self cater meal breakfast snack etc,10
pos,available purchase self service,10
pos,free laundry,10
pos,machine drier,10
neg,great botanical garden,8
neg,close time room,8
neg,street bit noisy,8
pos,room specious,8
pos,comfortable lobby,8
pos,food restaurant choice good,8
pos,clean modern chalet,9
neg,bath tub clog,7
neg,morning noise need,7
pos,vicnity city center,7
pos,great price vs quality,7
pos,staff,10
neg,amazing smug unhelpful,7
neg,tbh,7
neg,outweigh smug,7
neg,good balance,7
pos,lovely room,7
pos,comfortable easy relax work,7
pos,green helpful staff owner reception cosy playground age walk distance centre,9
pos,knokke,9
pos,railway station bike rent,9
neg,long time,8
neg,warm heater,8
pos,great location,8
pos,easy walk,8
pos,main site,8
neg,warm room,7
neg,ventilation,7
neg,system toilet work,7
pos,grand place,7
pos,nice breakfast,7
pos,big room,7
neg,space house,9
neg,cold heater work,7
pos,location,7
pos,great staff,7
pos,friendly room,7
neg,clean wall paint bit,8
neg,clog fancy walk bit uphill,8
neg,historical center walk distance good,8
neg,bad nearby block,8
neg,red light district area,8
pos,spacious lively nice color bed ok pillow,8
pos,fine view,8
pos,atomium,8
pos,good connection metro tram botanical garden,8
pos,room kettle coffee chocolatte tea refill,8
pos,staff,8
pos,nice hotel good comfort,9
pos,excellent breakfast min walk center,9
neg,entrance staff attendance restaurant,8
pos,nice choice location,8
pos,close station good,8
pos,option staff engagement reception,8
pos,beautiful accomodation,10
pos,great spacious room,10
pos,clean breakfast tasty,10
pos,fresh fruit,10
pos,fresh squeeze,10
pos,orange juice egg,10
pos,fresh coffee bread owner dog,10
pos,friendly helpful,10
pos,great garden space,10
pos,clean equip room,9
pos,great location min,10
pos,station center cozy,10
pos,comfortable nice interior breakfast,10
pos,excellent host,10
pos,visit lockdown,10
pos,homemade jam breakfast,10
pos,nice breakfast,8
pos,beautiful accomodation,10
pos,nice village castle park corner,10
pos,friendly helpful host,10
pos,great breakfast stay week time,10
neg,desk staff,5
neg,martin,5
neg,racy point,5
neg,question check realise charge,5
neg,different rate,5
neg,ramada,5
neg,hair kind character,5
pos,good location,5
pos,halle,10
pos,close shop restaurant canal train station train,10
pos,brussels,10
pos,karin,10
pos,wonderful host breakfast delicious room,10
pos,clean comfortable room,10
pos,nice cosy atmosphere,10
pos,good location city centre,10
pos,main street,10
neg,restaurant food option,8
pos,nice location,8
neg,shower curtain,10
pos,friendly helpful,10
pos,convenient clean comfortable superb breakfast,10
pos,wonderful location heart,10
pos,brussels,10
pos,city centre host helpful responsive,10
pos,apartment house solo business leisure traveler,10
neg,room service,8
neg,available call,8
pos,comfortable clean room bed,8
pos,comfortable bed size room incl bathroom,7
neg,great meal,8
pos,fantastic location,8
pos,clean room,8
pos,breakfast,10
pos,tasty lot fruit,10
pos,fresh garden yoghurt cheese egg squeeze,10
pos,orange juice healthy way,10
pos,bang,8
pos,station canal way,8
pos,direct route,8
pos,halle,8
pos,great alternative stay,8
pos,brussels,8
pos,train hour,8
pos,decent little town,8
pos,les eleveurs,8
pos,superb restaurant,8
pos,excellent,8
pos,homey breakfast,8
neg,small issue,9
neg,key arrival key store place suppose owner key,9
neg,minute major issue,9
pos,nice apartment,9
pos,amazing location,9
pos,equip need,9
pos,brussels,9
pos,comfortable bed breakfast location,8
pos,room size,9
pos,perfect location,9
neg,order baby cot,7
neg,clean little bit,7
neg,small toilet lock irritate,7
pos,friendly staff good location,7
pos,place train station accessible breakfast,9
neg,lot afternoon drinker time,7
neg,nuts noise drunk people room good place,7
pos,breakfast,7
pos,good handy restaurant,7
pos,owner sweet kind property,10
pos,perfect little run,10
neg,bad shower crowd breakfast,4
pos,friendly comfortable tasty,10
neg,separate main bedroom,8
pos,flat look,8
pos,modern spatious location,8
pos,great min,8
pos,central train station area,8
neg,weather rain day,8
neg,blame hotel signage hotel station,8
pos,attentive,8
pos,helpful staff,8
pos,nice room,8
pos,excellent shower,8
pos,great location,8
pos,easy walk,8
pos,central brugge,8
neg,bodyhair bathroom terrible bed smoke room,1
neg,actual word people room window,1
neg,crack severe draught,1
pos,location,1
pos,location,8
pos,breakfast design,8
pos,great experience fun pool kid drink terrasse stylish clever design room,9
pos,creative environment,9
pos,atmosphere yummy breakfast,9
neg,size apartment,6
neg,normal room difference,6
neg,small kitchenette,6
neg,open door,6
neg,kitchen door,6
pos,train station,6
pos,comfortable furniture,6
pos,modern style,6
pos,excellent hotel,10
pos,clean great breakfast,10
neg,soft middle water cooker,8
pos,location,8
pos,owner food restaurant hotel,8
pos,pretty clean hotel restaurant,8
pos,cozy,10
pos,comfortable clean spatious,10
pos,great guest,10
pos,splendid breakfast,10
neg,house nightclub,6
neg,main reason book hotel advertise website,6
pos,bed comfy,6
pos,super kind helpful breakfast good tasty need,9
pos,head forest morning photography,9
pos,karin,9
pos,fridge breakfast,9
neg,radiator noisy,8
neg,large towel,8
pos,adorable bedroom bathroom,8
pos,building room,10
pos,nice place stay expend day,8
pos,amazing house,10
pos,minute walk sight,10
pos,nathalie,10
neg,cost car,8
pos,friendly staff,8
pos,nice comfortable hotel,8
pos,great location,8
neg,excellent straight city centre budget hotel expectation high limit travel year,1
neg,old child,1
neg,additional bed,1
neg,bed cot baby cot thorn duvet,1
neg,tent cot,1
neg,fit night,1
neg,long story,1
neg,hotel reception,1
neg,emergency exit door,1
neg,door marked,1
neg,emergency exit,1
neg,locked,1
neg,realisation case,1
neg,narrow old dark building floor,1
pos,location,1
neg,clean room,10
